$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
$PSIGR,XYZ,0,0,0.0,-4474331.0,2668899.2,-3668099.0,0.000,0.000,0.000*23
